facility_name,license_number,municipality,zip_code,metrc_tag,product_name,product_category
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000021665,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000009286,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000021662,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017717,Banana Split Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000016397,Blue Razz 1g Disposable,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000016108,Blue Razz Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017826,Blueberry Pancake 1g Disposable,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017721,Blueberry Pancake 1g vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000015469,Bubble Gum 1g vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000016821,Cherry Pie 1g Disposable,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017726,Cherry Pie Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017735,Dirty Shirly 1g Vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017201,Fruity Pebbles 1g Disposable,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017743,Fruity Pebbles Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000020439,Fruity Pebbles Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017744,Grape Soda 1g Vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017750,Jungle Juice Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017760,Lemon Cheese Cake Vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017764,Lemon Drop Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017263,OG Disposables,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017769,OG Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017779,Orange Soda Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000016848,Pina Colada Disposables,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017791,Pina Colada Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017795,Red Velvet 1g Vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017800,Sour Apple Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017806,Strawberry Cough 1g Vape,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000016374,Strawberry Shortcake 1g Disposable,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017815,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000020471,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000021098,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017834,Watermelon Freeze Disposables,Vape Cart
House of Dank - Lapeer,AU-R-000352,Lapeer,48446,1A4050300038CFE000017818,Watermelon Freeze Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000021552,OG 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000021553,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000021554,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000020421,Apple Burst 1g Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017714,Banana Split Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016391,Blue Razz 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016107,Blue Razz Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017823,Blueberry Pancake 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017720,Blueberry Pancake 1g vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000015467,Bubble Gum 1g vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016816,Cherry Pie 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017730,Cherry Pie Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017734,Dirty Shirly 1g Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017198,Fruity Pebbles 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017740,Fruity Pebbles Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000020442,Fruity Pebbles Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017746,Grape Soda 1g Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016023,Jungle Juice 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017755,Jungle Juice Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017758,Lemon Cheese Cake Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017766,Lemon Drop Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017248,OG Disposables,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017771,OG Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017774,Orange Soda Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016847,Pina Colada Disposables,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017787,Pina Colada Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017797,Red Velvet 1g Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017801,Sour Apple Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017807,Strawberry Cough 1g Vape,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000016361,Strawberry Shortcake 1g Disposable,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017812,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000020443,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017830,Watermelon Freeze Disposables,Vape Cart
House of Dank - Saginaw,AU-R-000591,Saginaw,48601,1A4050300038CFE000017821,Watermelon Freeze Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021557,OG 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009250,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021659,Pineapple 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009260,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021661,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009265,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009269,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009275,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009262,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000009268,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021558,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank 2,AU-R-000895,Detroit,48217,1A40503000387E9000004336,Apple Burst 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020420,Apple Burst 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020422,Apple Burst 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017715,Banana Split Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016396,Blue Razz 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020459,Blue Razz 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016111,Blue Razz Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017824,Blueberry Pancake 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017722,Blueberry Pancake 1g vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000015468,Bubble Gum 1g vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016811,Cherry Pie 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017729,Cherry Pie Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017736,Dirty Shirly 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017196,Fruity Pebbles 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A40503000387E9000004340,Fruity Pebbles Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017738,Fruity Pebbles Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020418,Fruity Pebbles Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020440,Fruity Pebbles Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017749,Grape Soda 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016009,Jungle Juice 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020464,Jungle Juice 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017751,Jungle Juice Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017756,Lemon Cheese Cake Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017765,Lemon Drop Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017250,OG Disposables,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017254,OG Disposables,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017773,OG Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017775,Orange Soda Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016845,Pina Colada Disposables,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017789,Pina Colada Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017794,Red Velvet 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017803,Sour Apple Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017808,Strawberry Cough 1g Vape,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000016373,Strawberry Shortcake 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020465,Strawberry Shortcake 1g Disposable,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A40503000387E9000004647,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017811,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020444,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021095,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000021124,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017833,Watermelon Freeze Disposables,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000020466,Watermelon Freeze Disposables,Vape Cart
House of Dank 2,AU-R-000895,Detroit,48217,1A4050300038CFE000017820,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013051,OG 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000021655,OG 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009200,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013049,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013050,Pineapple 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000021654,Pineapple 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009201,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009221,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013052,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000021656,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013053,Strawberry 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013054,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009208,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009219,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013055,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000021657,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009321,Banana Split Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000013127,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014477,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018328,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018330,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018331,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018332,Blue Razz Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000010979,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000013123,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009326,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013504,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013508,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013517,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013529,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014473,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018115,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018116,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018117,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018125,Blueberry Pancake 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018662,Bubble Gum 1g vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018663,Cherry Pie Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014480,Fruity Pebbles Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000020452,Fruity Pebbles Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014475,Grape Soda 1g Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018665,Grape Soda 1g Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009333,Jungle Juice 1g Disposable,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000010980,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014410,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014411,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014412,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014413,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014414,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014416,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014417,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014419,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014420,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014422,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014423,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014424,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014425,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014426,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014427,Jungle Juice Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009335,Lemon Cheese Cake Disposable,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018666,Lemon Cheese Cake Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014482,Lemon Drop Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014476,Lemon Pie Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018667,OG Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009324,Pina Colada Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000013122,Pineapple Express 1g Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018097,Pineapple Express 1g Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018099,Pineapple Express 1g Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018102,Pineapple Express 1g Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018104,Pineapple Express 1g Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014479,Red Velvet 1g Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009336,Sour Apple 1g Disposable,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009327,Sour Apple Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014474,Sour Apple Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000014481,Strawberry Cough 1g Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018669,Strawberry Cough 1g Vape,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018670,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000020458,Strawberry Shortcake Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000011523,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A40503000181F1000013125,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000009322,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013419,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000013420,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018272,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018273,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018281,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Center Line,AU-R-000391,Center Line,48015,1A4050300038CFE000018283,Watermelon Freeze Vape Cart,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000021647,Blue Raspberry 1g Infused Preroll,Infused Pre-Rolls
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000021649,OG 1g Infused Preroll,Infused Pre-Rolls
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000021650,Skywalker 1g Infused Preroll,Infused Pre-Rolls
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000021651,Watermelon 1g Infused Preroll,Infused Pre-Rolls
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000021652,Waui 1g Infused Preroll,Infused Pre-Rolls
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000019218,Apple Burst 1g Vape,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017716,Banana Split Vape Cart,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000016394,Blue Razz 1g Disposable,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000016114,Blue Razz Vape Cart,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017822,Blueberry Pancake 1g Disposable,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017723,Blueberry Pancake 1g vape,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000015464,Bubble Gum 1g vape,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000016820,Cherry Pie 1g Disposable,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017727,Cherry Pie Vape Cart,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017732,Dirty Shirly 1g Vape,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017200,Fruity Pebbles 1g Disposable,Vape Cart
House of Dank Grand Rapids,AU-R-000831,Grand Rapids,49546,1A4050300038CFE000017741,Fruity Pebbles Vape Cart,Vape Cart
